;;APTO_AGUA_FRIA-QUENTE-GAS-PT1;;
RU1352;RU_INCENDIO;VALVULA PARA HIDRANTE 45 50MM;PC;1
RU1358;RU_ACO_GALVANIZADO;TUBOS DE ACO GALVANIZADO 50MM;MT;19,51
RU1368;RU_ACO_GALVANIZADO;TE DE ACO GALVANIZADO 50MM;PC;1
RU1378;RU_ACO_GALVANIZADO;COTOVELO 90 DE ACO GALVANIZADO 50MM;PC;9
RU1395;RU_ESGOTO;TUBO PVC SERIE NORMAL 75MM;MT;81,81
RU1396;RU_ESGOTO;TUBO PVC SERIE NORMAL 100MM;MT;411,75
RU1397;RU_ESGOTO;TUBO PVC SERIE NORMAL 150MM;MT;39,42
RU1406;RU_ESGOTO;JOELHO 45 PVC SERIE NORMAL 75MM;PC;14
RU1407;RU_ESGOTO;JOELHO 45 PVC SERIE NORMAL 100MM;PC;139
RU1411;RU_ESGOTO;JOELHO 90 PVC SERIE NORMAL 100MM;PC;39
RU1412;RU_ESGOTO;JOELHO 90 PVC SERIE NORMAL 150MM;PC;2
RU1419;RU_ESGOTO;JUNCAO SIMPLES PVC SERIE NORMAL 100X75;PC;8
